date,ville,latitude,longitude,T_min,T_max,pluie_mm,vent_kmh,ensoleillement_h,mois,type_plante,stade,humidite_sol,temperature_sol,N,P,K,kc,ET0,superficie_ha,eau_litres,eau_mm
2025-11-04,Chefchaouen,35.171,-5.265,10.8,24.2,0.0,7.4,9.01,11,Carotte,fin,46.1,14.6,126.3,18.5,134.8,0.95,0.08,28.26,22608.0,0.08
2025-11-05,Chefchaouen,35.171,-5.265,12.4,24.1,7.4,14.7,9.27,11,Blé,mature,48.6,21.2,119.5,39.5,85.1,1.15,0.08,23.09,0.0,0.0
2025-11-06,Chefchaouen,35.171,-5.265,9.8,16.3,3.3,9.7,9.0,11,Figuier,jeune,56.0,12.9,78.5,1.2,111.3,0.5,0.06,28.64,0.0,0.0
2025-11-07,Chefchaouen,35.171,-5.265,6.8,18.8,0.0,6.0,10.0,11,Noyer,mature,25.3,12.9,90.6,43.7,75.5,1.1,0.08,26.59,23931.0,0.09
2025-11-08,Chefchaouen,35.171,-5.265,9.1,17.8,0.3,6.1,8.61,11,Vigne,fin,53.5,11.6,75.9,61.9,70.3,0.45,0.06,9.23,0.0,0.0
2025-11-09,Chefchaouen,35.171,-5.265,6.8,20.7,0.0,3.4,10.0,11,Carotte,fin,18.5,13.0,95.4,52.1,106.8,0.95,0.07,49.18,34426.0,0.07
2025-11-10,Chefchaouen,35.171,-5.265,7.5,19.3,0.0,5.0,10.0,11,Blé,jeune,24.4,14.4,73.0,38.1,48.4,0.3,0.06,19.77,3954.0,0.02
2025-11-11,Chefchaouen,35.171,-5.265,7.7,25.2,0.0,10.7,10.0,11,Figuier,jeune,17.1,14.4,119.2,46.3,116.9,0.5,0.11,15.17,9102.0,0.06
2025-11-12,Chefchaouen,35.171,-5.265,13.4,25.5,0.0,11.8,10.0,11,Noyer,mature,15.9,18.1,82.8,77.2,47.6,1.1,0.1,9.6,10560.0,0.11
2025-11-13,Chefchaouen,35.171,-5.265,12.2,17.8,15.4,15.6,0.74,11,Vigne,fin,53.1,13.0,59.6,22.0,11.4,0.45,0.04,13.72,0.0,0.0
2025-11-14,Chefchaouen,35.171,-5.265,10.6,15.6,18.7,17.1,2.71,11,Carotte,fin,60.2,14.9,114.3,77.6,144.8,0.95,0.22,4.58,0.0,0.0
2025-11-15,Chefchaouen,35.171,-5.265,12.0,16.5,9.1,16.5,3.92,11,Blé,mature,47.5,13.6,194.7,44.1,8.1,1.15,0.18,47.63,0.0,0.0
2025-11-16,Chefchaouen,35.171,-5.265,11.6,15.1,40.7,13.1,5.18,11,Figuier,fin,28.2,14.4,28.9,53.4,4.2,0.65,0.38,20.7,0.0,0.0
2025-11-17,Chefchaouen,35.171,-5.265,9.6,11.9,29.9,10.0,0.1,11,Noyer,jeune,26.5,13.6,65.4,8.5,88.0,0.5,0.21,20.73,0.0,0.0
2025-11-18,Chefchaouen,35.171,-5.265,8.2,15.9,0.2,6.0,9.0,11,Vigne,fin,22.8,12.1,7.1,25.3,125.6,0.45,0.64,28.74,25866.0,0.09
2025-11-19,Chefchaouen,35.171,-5.265,6.3,16.2,0.0,7.8,9.92,11,Carotte,jeune,17.4,12.9,175.5,11.8,115.8,0.7,0.52,16.4,59040.0,0.36
2025-11-20,Chefchaouen,35.171,-5.265,6.6,13.9,0.3,10.9,9.25,11,Blé,jeune,63.3,9.5,94.3,59.4,15.6,0.3,0.32,47.06,0.0,0.0
2025-11-21,Chefchaouen,35.171,-5.265,4.6,14.7,0.0,4.9,9.08,11,Figuier,fin,73.9,10.5,132.2,62.7,27.2,0.65,0.52,7.5,25500.0,0.34
2025-11-22,Chefchaouen,35.171,-5.265,2.1,15.1,0.0,8.0,9.88,11,Noyer,mature,34.1,9.7,35.3,91.5,62.6,1.1,0.62,3.33,22644.0,0.68
2025-11-23,Chefchaouen,35.171,-5.265,4.0,18.4,0.0,5.1,9.86,11,Vigne,jeune,35.3,13.8,14.3,76.9,34.3,0.3,0.93,6.84,19152.0,0.28
2025-11-24,Chefchaouen,35.171,-5.265,8.0,15.4,0.0,8.8,9.46,11,Carotte,mature,50.3,14.0,33.1,45.0,43.4,1.05,0.57,19.47,116820.0,0.6
2025-11-25,Chefchaouen,35.171,-5.265,6.5,13.2,11.2,9.3,2.9,11,Blé,mature,63.9,9.7,107.8,9.6,23.2,1.15,0.24,22.25,0.0,0.0
2025-11-26,Chefchaouen,35.171,-5.265,3.8,15.8,0.0,5.3,9.81,11,Figuier,jeune,29.4,8.1,70.1,67.4,79.6,0.5,0.55,8.2,22960.0,0.28
2025-11-27,Chefchaouen,35.171,-5.265,3.1,17.0,0.0,6.6,9.8,11,Noyer,jeune,16.9,9.1,158.4,90.8,119.9,0.5,0.74,45.54,168498.0,0.37
2025-11-28,Chefchaouen,35.171,-5.265,4.0,17.2,0.0,5.1,9.78,11,Vigne,mature,55.1,8.4,62.8,84.4,82.9,0.85,0.68,9.23,53534.0,0.58
2025-11-29,Chefchaouen,35.171,-5.265,6.5,15.4,0.0,7.4,9.77,11,Carotte,jeune,35.1,8.7,199.3,73.1,30.8,0.7,0.52,10.89,39204.0,0.36
2025-11-30,Chefchaouen,35.171,-5.265,5.1,10.0,4.8,9.6,1.09,11,Blé,mature,54.4,7.2,86.4,3.4,32.6,1.15,0.01,6.37,0.0,0.0
2025-12-01,Chefchaouen,35.171,-5.265,2.7,14.7,0.0,4.8,9.62,12,Figuier,fin,57.4,11.6,181.5,37.2,140.6,0.65,0.61,26.51,106040.0,0.4
2025-12-02,Chefchaouen,35.171,-5.265,4.6,11.9,5.6,11.9,4.36,12,Noyer,fin,38.4,6.3,156.1,62.1,4.8,0.65,0.25,9.46,0.0,0.0
2025-12-03,Chefchaouen,35.171,-5.265,5.0,11.2,7.3,12.3,9.45,12,Vigne,jeune,45.0,5.6,53.4,29.4,50.1,0.3,0.52,11.69,0.0,0.0
2025-12-04,Chefchaouen,35.171,-5.265,3.5,13.3,0.0,7.3,9.63,12,Carotte,mature,43.4,7.5,9.6,18.7,97.7,1.05,0.37,13.16,51324.0,0.39
2025-12-05,Chefchaouen,35.171,-5.265,7.4,14.7,0.7,5.8,7.0,12,Blé,jeune,32.3,9.5,133.0,80.3,66.7,0.3,0.46,7.93,0.0,0.0
2025-12-06,Chefchaouen,35.171,-5.265,6.8,18.4,0.0,4.6,9.66,12,Figuier,fin,43.9,13.8,85.4,72.6,128.9,0.65,0.83,26.49,143046.0,0.54
2025-12-07,Chefchaouen,35.171,-5.265,5.9,17.7,0.0,6.1,9.4,12,Noyer,mature,30.7,12.1,156.7,62.8,70.7,1.1,0.72,44.44,351076.0,0.79
2025-12-08,Chefchaouen,35.171,-5.265,7.9,19.3,0.0,4.6,9.63,12,Vigne,mature,71.4,11.5,171.0,99.3,71.1,0.85,1.04,6.51,57288.0,0.88
2025-12-09,Chefchaouen,35.171,-5.265,7.1,19.4,0.0,6.9,9.62,12,Carotte,fin,32.7,15.6,199.5,20.1,125.8,0.95,0.92,47.05,409335.0,0.87
2025-12-10,Chefchaouen,35.171,-5.265,7.9,12.2,7.3,8.1,0.0,12,Blé,jeune,69.5,9.3,131.1,22.8,65.7,0.3,0.07,21.12,0.0,0.0
2025-12-11,Chefchaouen,35.171,-5.265,6.0,14.7,0.0,9.0,9.51,12,Figuier,fin,67.9,11.8,63.5,55.7,44.7,0.65,0.52,2.37,8058.0,0.34
2025-12-12,Chefchaouen,35.171,-5.265,5.0,15.1,0.0,11.9,5.45,12,Noyer,jeune,57.0,9.5,87.2,56.5,135.9,0.5,0.25,31.01,37212.0,0.12
2025-12-13,Chefchaouen,35.171,-5.265,7.3,13.7,1.5,14.0,5.27,12,Vigne,jeune,67.8,9.9,68.4,26.8,118.4,0.3,0.37,15.78,0.0,0.0
2025-12-14,Chefchaouen,35.171,-5.265,6.9,14.6,1.0,9.7,6.7,12,Carotte,mature,63.6,12.9,175.8,10.9,17.6,1.05,0.57,36.05,0.0,0.0
2025-12-15,Chefchaouen,35.171,-5.265,7.0,11.6,6.5,12.6,4.0,12,Blé,jeune,72.7,8.5,56.2,52.8,11.2,0.3,0.13,45.58,0.0,0.0
2025-12-16,Chefchaouen,35.171,-5.265,5.7,9.0,34.9,16.6,0.0,12,Figuier,mature,18.7,5.0,182.0,78.0,64.0,0.85,0.03,23.07,0.0,0.0
2025-12-17,Chefchaouen,35.171,-5.265,2.9,11.9,6.5,5.2,6.36,12,Noyer,jeune,60.9,9.5,171.1,95.8,89.9,0.5,0.3,29.81,0.0,0.0
2025-12-18,Chefchaouen,35.171,-5.265,2.9,14.8,0.0,5.5,9.19,12,Vigne,fin,67.0,11.5,56.8,99.0,33.5,0.45,0.38,43.05,73185.0,0.17
2025-12-19,Chefchaouen,35.171,-5.265,4.3,14.2,1.5,10.9,3.81,12,Carotte,jeune,31.4,10.8,67.9,68.9,25.6,0.7,0.23,26.08,0.0,0.0
2025-12-20,Chefchaouen,35.171,-5.265,6.5,9.8,6.4,12.3,8.9,12,Blé,jeune,56.6,9.8,11.4,93.0,19.9,0.3,0.23,8.02,0.0,0.0
2025-12-21,Chefchaouen,35.171,-5.265,6.4,9.0,51.3,14.7,0.0,12,Figuier,fin,44.7,5.9,67.5,58.3,149.1,0.65,0.01,24.72,0.0,0.0
2025-12-22,Chefchaouen,35.171,-5.265,3.7,8.0,3.8,6.8,8.97,12,Noyer,mature,62.2,6.3,188.2,76.0,142.5,1.1,0.13,23.14,0.0,0.0
2025-12-23,Chefchaouen,35.171,-5.265,4.6,8.4,27.3,11.8,0.21,12,Vigne,jeune,33.3,4.1,127.0,5.3,79.3,0.3,0.06,18.63,0.0,0.0
2025-12-24,Chefchaouen,35.171,-5.265,5.7,10.8,12.0,8.7,4.66,12,Carotte,fin,61.9,6.1,52.3,36.2,55.7,0.95,0.16,48.83,0.0,0.0
2025-12-25,Chefchaouen,35.171,-5.265,4.5,9.0,1.5,8.4,8.58,12,Blé,mature,66.7,4.8,101.4,24.3,29.8,1.15,0.14,31.03,0.0,0.0
2025-12-26,Chefchaouen,35.171,-5.265,6.0,8.8,6.2,9.8,0.49,12,Figuier,jeune,51.4,8.2,88.2,56.5,125.9,0.5,0.03,16.15,0.0,0.0
2025-12-27,Chefchaouen,35.171,-5.265,5.9,8.0,8.5,12.7,0.03,12,Noyer,fin,69.1,4.5,163.4,0.4,99.4,0.65,0.03,23.31,0.0,0.0
2025-12-28,Chefchaouen,35.171,-5.265,5.6,9.1,11.2,13.9,2.82,12,Vigne,jeune,49.5,9.3,44.2,17.4,114.5,0.3,0.03,31.27,0.0,0.0
2025-12-29,Chefchaouen,35.171,-5.265,5.2,11.3,4.3,5.4,9.05,12,Carotte,fin,28.0,9.2,107.1,19.8,76.5,0.95,0.27,37.84,0.0,0.0
2025-12-30,Chefchaouen,35.171,-5.265,4.3,11.6,0.2,8.8,9.0,12,Blé,jeune,29.1,10.8,95.6,7.6,130.6,0.3,0.15,11.86,0.0,0.0
2025-12-31,Chefchaouen,35.171,-5.265,8.0,10.6,9.8,8.7,1.05,12,Figuier,jeune,60.8,8.8,122.2,63.0,44.4,0.5,0.06,44.32,0.0,0.0
2026-04-29,Chefchaouen,35.171,-5.265,13.9,18.1,2.4,11.5,11.5,4,Noyer,mature,16.6,14.8,106.7,96.6,22.2,1.1,0.06,8.86,0.0,0.0
2019-01-01,Dakhla,23.684,-15.957,16.6,28.5,0.0,33.0,10.0,1,Tomate,fin,45.3,20.6,79.2,69.9,72.1,0.8,0.08,13.49,8094.0,0.06
2019-01-02,Dakhla,23.684,-15.957,15.7,26.8,0.0,33.0,10.0,1,Laitue,fin,68.2,21.1,189.2,60.4,117.1,0.95,0.08,46.98,37584.0,0.08
2019-01-03,Dakhla,23.684,-15.957,11.7,24.0,0.0,21.1,9.33,1,Carotte,jeune,18.4,15.2,35.4,24.8,109.9,0.7,0.05,41.34,12402.0,0.03
2019-01-04,Dakhla,23.684,-15.957,10.2,25.4,0.0,22.0,10.01,1,Chou,fin,68.3,18.2,64.1,14.5,35.3,0.95,0.05,23.04,11520.0,0.05
2019-01-05,Dakhla,23.684,-15.957,13.4,25.5,0.0,31.2,10.01,1,Oignon,mature,27.0,19.9,25.1,28.5,12.1,1.05,0.07,43.5,30450.0,0.07
2019-01-06,Dakhla,23.684,-15.957,13.2,25.4,0.0,31.8,10.0,1,Tomate,mature,36.1,21.4,177.1,30.2,117.5,1.15,0.07,16.02,12816.0,0.08
2019-01-07,Dakhla,23.684,-15.957,13.6,25.0,0.0,26.9,10.0,1,Laitue,fin,21.2,20.3,71.5,98.5,43.8,0.95,0.06,43.93,26358.0,0.06
2019-01-08,Dakhla,23.684,-15.957,13.2,25.5,0.0,27.7,10.0,1,Carotte,fin,18.5,19.6,89.5,81.3,117.6,0.95,0.05,41.94,20970.0,0.05
2019-01-09,Dakhla,23.684,-15.957,13.0,24.9,0.0,22.9,10.06,1,Chou,mature,47.6,21.6,92.0,7.6,87.8,1.05,0.04,30.66,12264.0,0.04
2019-01-10,Dakhla,23.684,-15.957,11.1,23.7,0.0,22.4,10.05,1,Oignon,jeune,35.9,16.4,46.3,65.8,79.8,0.7,0.04,21.28,6384.0,0.03
2019-01-11,Dakhla,23.684,-15.957,9.8,22.9,0.0,23.7,10.0,1,Tomate,mature,31.2,18.5,190.9,39.6,87.2,1.15,0.04,13.73,6865.0,0.05
2019-01-12,Dakhla,23.684,-15.957,12.9,26.7,0.0,21.6,10.12,1,Laitue,fin,74.7,22.7,82.8,18.0,147.4,0.95,0.03,8.09,2427.0,0.03
2019-01-13,Dakhla,23.684,-15.957,15.0,28.0,0.0,33.9,10.11,1,Carotte,jeune,52.7,21.7,52.2,83.8,57.7,0.7,0.04,42.92,12876.0,0.03
2019-01-14,Dakhla,23.684,-15.957,14.0,26.4,0.0,30.4,10.1,1,Chou,jeune,64.2,18.2,31.9,25.8,92.4,0.7,0.04,22.54,6762.0,0.03
2019-01-15,Dakhla,23.684,-15.957,11.6,22.3,0.0,25.5,10.0,1,Oignon,fin,53.4,17.8,123.6,14.2,90.7,0.75,0.05,22.04,8816.0,0.04
2019-01-16,Dakhla,23.684,-15.957,12.5,22.7,0.0,31.8,9.75,1,Tomate,jeune,32.3,15.9,149.5,25.4,43.3,0.6,0.07,32.48,12992.0,0.04
2019-01-17,Dakhla,23.684,-15.957,11.6,19.8,0.0,28.0,10.08,1,Laitue,mature,40.7,13.9,112.7,39.2,79.7,1.0,0.08,43.97,35176.0,0.08
2019-01-18,Dakhla,23.684,-15.957,12.6,19.7,0.0,32.9,10.15,1,Carotte,mature,38.2,18.2,58.6,30.2,78.9,1.05,0.08,30.55,24440.0,0.08
2019-01-19,Dakhla,23.684,-15.957,11.6,20.9,0.0,32.4,10.22,1,Chou,jeune,40.0,18.6,8.5,13.4,23.6,0.7,0.09,29.11,17466.0,0.06
2019-01-20,Dakhla,23.684,-15.957,11.4,21.2,0.0,32.3,10.22,1,Oignon,mature,60.4,14.2,102.2,63.2,7.4,1.05,0.08,39.31,31448.0,0.08
2019-01-21,Dakhla,23.684,-15.957,11.3,20.4,0.0,33.5,10.21,1,Tomate,fin,26.1,17.6,130.0,59.3,108.9,0.8,0.08,38.95,23370.0,0.06
2019-01-22,Dakhla,23.684,-15.957,12.2,20.7,0.0,35.0,10.28,1,Laitue,fin,62.5,18.8,198.2,68.2,135.8,0.95,0.09,24.67,22203.0,0.09
2019-01-23,Dakhla,23.684,-15.957,10.8,23.1,0.0,29.9,10.35,1,Carotte,mature,37.8,17.1,142.3,18.0,101.3,1.05,0.07,33.69,23583.0,0.07
2019-01-24,Dakhla,23.684,-15.957,10.9,20.4,0.0,27.5,10.34,1,Chou,fin,52.6,16.4,62.6,10.4,82.9,0.95,0.06,47.81,28686.0,0.06
2019-01-25,Dakhla,23.684,-15.957,10.4,20.2,0.0,21.6,10.0,1,Oignon,mature,15.8,18.0,6.9,20.7,42.9,1.05,0.04,23.45,9380.0,0.04
2019-01-26,Dakhla,23.684,-15.957,11.6,23.3,0.0,21.0,8.66,1,Tomate,fin,50.0,15.5,78.8,96.4,24.6,0.8,0.04,9.3,2790.0,0.03
2019-01-27,Dakhla,23.684,-15.957,13.2,23.8,0.0,26.6,9.65,1,Laitue,mature,49.2,16.7,92.1,49.0,62.5,1.0,0.07,14.06,9842.0,0.07
2019-01-28,Dakhla,23.684,-15.957,12.8,21.8,0.0,36.2,10.46,1,Carotte,jeune,50.3,17.3,8.6,50.7,20.2,0.7,0.09,30.5,18300.0,0.06
2019-01-29,Dakhla,23.684,-15.957,13.1,21.0,0.0,33.2,10.53,1,Chou,fin,57.4,16.5,175.8,11.1,131.5,0.95,0.08,12.63,10104.0,0.08
2019-01-30,Dakhla,23.684,-15.957,12.3,21.2,0.0,33.3,10.59,1,Oignon,fin,60.8,13.8,75.4,6.5,66.5,0.75,0.09,3.94,2758.0,0.07
2019-01-31,Dakhla,23.684,-15.957,11.5,20.3,0.0,31.3,10.66,1,Tomate,fin,41.0,17.3,36.7,72.2,76.0,0.8,0.08,43.83,26298.0,0.06
2019-02-01,Dakhla,23.684,-15.957,11.9,20.2,0.0,26.3,10.65,2,Laitue,jeune,71.6,14.1,107.0,97.7,80.4,0.7,0.09,13.03,7818.0,0.06
2019-02-02,Dakhla,23.684,-15.957,12.5,21.3,0.2,35.2,10.65,2,Carotte,jeune,19.3,17.7,199.4,23.2,45.0,0.7,0.09,9.3,0.0,0.0
2019-02-03,Dakhla,23.684,-15.957,11.9,20.7,0.0,35.6,10.34,2,Chou,fin,64.0,14.0,65.5,9.0,61.2,0.95,0.09,34.84,31356.0,0.09
2019-02-04,Dakhla,23.684,-15.957,11.8,27.5,0.0,24.1,9.58,2,Oignon,mature,31.6,17.6,128.2,11.4,20.8,1.05,0.04,19.65,7860.0,0.04
2019-02-05,Dakhla,23.684,-15.957,16.1,26.7,0.0,38.5,10.82,2,Tomate,mature,32.4,20.1,4.1,34.7,102.4,1.15,0.04,29.07,14535.0,0.05
2019-02-06,Dakhla,23.684,-15.957,12.8,26.1,0.0,27.4,10.83,2,Laitue,jeune,43.9,16.9,156.3,92.8,37.7,0.7,0.04,14.75,4425.0,0.03
2019-02-07,Dakhla,23.684,-15.957,13.5,28.5,0.0,29.9,10.84,2,Carotte,fin,73.6,21.9,131.9,27.7,127.7,0.95,0.05,28.26,14130.0,0.05
2019-02-08,Dakhla,23.684,-15.957,14.7,28.1,0.0,28.3,10.85,2,Chou,mature,38.7,21.8,72.4,32.3,74.0,1.05,0.06,10.18,6108.0,0.06
2019-02-09,Dakhla,23.684,-15.957,16.6,27.7,0.0,32.6,6.99,2,Oignon,mature,60.2,20.7,72.4,5.3,38.6,1.05,0.05,1.52,760.0,0.05
2019-02-10,Dakhla,23.684,-15.957,15.9,29.2,0.0,25.2,10.81,2,Tomate,mature,46.7,21.6,51.7,76.2,41.0,1.15,0.04,20.27,10135.0,0.05
2019-02-11,Dakhla,23.684,-15.957,19.4,33.2,0.0,33.2,10.88,2,Laitue,fin,56.9,26.5,188.5,75.7,95.6,0.95,0.04,10.99,4396.0,0.04
2019-02-12,Dakhla,23.684,-15.957,18.9,33.1,0.0,27.9,10.89,2,Carotte,jeune,29.0,27.6,93.6,0.3,15.1,0.7,0.03,26.24,5248.0,0.02
2019-02-13,Dakhla,23.684,-15.957,19.6,31.3,0.0,36.7,10.9,2,Chou,mature,58.9,24.8,136.5,9.8,125.4,1.05,0.03,4.47,1341.0,0.03
2019-02-14,Dakhla,23.684,-15.957,17.4,29.6,0.0,27.4,10.91,2,Oignon,mature,62.5,24.7,48.5,18.6,3.8,1.05,0.03,47.98,14394.0,0.03
2019-02-15,Dakhla,23.684,-15.957,14.7,22.3,0.0,27.2,10.92,2,Tomate,fin,40.7,20.4,10.2,74.3,148.2,0.8,0.06,9.45,4725.0,0.05
2019-02-16,Dakhla,23.684,-15.957,15.4,20.8,0.0,29.7,10.93,2,Laitue,fin,62.1,21.0,139.0,79.4,27.6,0.95,0.08,34.45,27560.0,0.08
2019-02-17,Dakhla,23.684,-15.957,13.0,22.1,0.0,36.8,10.94,2,Carotte,mature,28.5,19.7,50.0,61.2,137.3,1.05,0.07,16.17,11319.0,0.07
2019-02-18,Dakhla,23.684,-15.957,13.3,21.1,0.0,36.4,10.95,2,Chou,fin,47.3,15.6,83.8,70.2,74.4,0.95,0.08,9.22,7376.0,0.08
2019-02-19,Dakhla,23.684,-15.957,12.4,21.3,0.0,36.5,10.96,2,Oignon,fin,33.1,15.8,85.2,38.5,47.2,0.75,0.1,5.64,4512.0,0.08
2019-02-20,Dakhla,23.684,-15.957,11.5,21.9,0.0,35.0,10.96,2,Tomate,jeune,46.0,16.1,32.0,58.6,52.3,0.6,0.06,48.09,19236.0,0.04
2019-02-21,Dakhla,23.684,-15.957,11.4,29.3,0.0,25.9,10.97,2,Laitue,jeune,49.9,19.8,197.9,79.7,86.9,0.7,0.02,3.75,375.0,0.01
2019-02-22,Dakhla,23.684,-15.957,16.7,31.1,0.0,28.7,10.98,2,Carotte,fin,65.8,22.6,96.2,30.1,75.2,0.95,0.03,9.37,2811.0,0.03
2019-02-23,Dakhla,23.684,-15.957,16.7,31.5,0.0,26.9,10.99,2,Chou,mature,53.6,25.0,169.7,48.9,107.7,1.05,0.03,14.76,4428.0,0.03
2019-02-24,Dakhla,23.684,-15.957,17.0,30.0,0.0,24.4,11.0,2,Oignon,fin,15.1,23.8,146.0,54.8,23.6,0.75,0.04,17.7,5310.0,0.03
2019-02-25,Dakhla,23.684,-15.957,15.3,29.6,0.0,26.3,11.0,2,Tomate,jeune,48.3,20.0,118.4,0.5,87.1,0.6,0.03,27.28,5456.0,0.02
2019-02-26,Dakhla,23.684,-15.957,16.1,29.1,0.0,25.6,11.0,2,Laitue,jeune,25.9,23.4,50.7,97.4,101.9,0.7,0.03,49.54,9908.0,0.02
2019-02-27,Dakhla,23.684,-15.957,15.7,27.7,0.0,30.2,11.0,2,Carotte,mature,45.3,23.0,169.4,37.5,120.2,1.05,0.04,45.69,18276.0,0.04
2019-02-28,Dakhla,23.684,-15.957,14.0,25.6,0.0,33.5,11.03,2,Chou,jeune,33.2,17.4,14.1,59.8,108.3,0.7,0.06,18.85,7540.0,0.04
2019-03-01,Dakhla,23.684,-15.957,13.0,25.7,0.0,31.0,11.03,3,Oignon,jeune,19.7,20.1,114.6,67.8,60.6,0.7,0.05,43.72,13116.0,0.03
2019-03-02,Dakhla,23.684,-15.957,13.3,23.0,0.0,31.8,11.02,3,Tomate,mature,41.5,16.6,145.6,93.3,69.9,1.15,0.06,35.16,24612.0,0.07
2019-03-03,Dakhla,23.684,-15.957,13.1,22.3,0.0,30.3,11.08,3,Laitue,jeune,41.6,20.3,24.9,36.4,60.8,0.7,0.06,28.19,11276.0,0.04
2019-03-04,Dakhla,23.684,-15.957,12.8,22.6,0.0,32.1,11.07,3,Carotte,mature,60.7,18.2,165.1,30.6,147.2,1.05,0.06,28.44,17064.0,0.06
2019-03-05,Dakhla,23.684,-15.957,12.6,24.2,0.0,30.1,11.07,3,Chou,mature,32.5,16.4,34.3,37.7,9.8,1.05,0.05,27.68,13840.0,0.05
2019-03-06,Dakhla,23.684,-15.957,15.3,21.5,0.0,29.6,11.0,3,Oignon,jeune,18.2,20.8,41.6,41.4,134.1,0.7,0.06,46.39,18556.0,0.04
2019-03-07,Dakhla,23.684,-15.957,14.5,22.1,0.0,38.3,11.12,3,Tomate,fin,74.4,21.2,12.3,95.6,58.5,0.8,0.07,30.02,18012.0,0.06
2019-03-08,Dakhla,23.684,-15.957,14.1,21.8,0.0,37.8,11.11,3,Laitue,fin,58.3,18.8,40.9,78.6,71.6,0.95,0.07,21.32,14924.0,0.07
2019-03-09,Dakhla,23.684,-15.957,13.7,22.1,0.0,40.6,11.17,3,Carotte,jeune,59.5,16.3,41.0,44.7,26.2,0.7,0.07,30.44,15220.0,0.05
2019-03-10,Dakhla,23.684,-15.957,13.6,30.2,0.0,30.3,11.24,3,Chou,jeune,26.8,24.1,169.1,31.9,79.6,0.7,0.03,34.11,6822.0,0.02
2019-03-11,Dakhla,23.684,-15.957,16.7,30.8,0.0,31.9,11.3,3,Oignon,mature,48.0,24.7,34.0,51.8,54.9,1.05,0.04,5.5,2200.0,0.04
2019-03-12,Dakhla,23.684,-15.957,17.7,30.9,0.0,34.2,11.29,3,Tomate,mature,40.5,22.2,47.3,36.7,10.3,1.15,0.04,46.61,23305.0,0.05
2019-03-13,Dakhla,23.684,-15.957,15.7,27.1,0.0,33.5,11.35,3,Laitue,fin,67.6,20.9,171.4,92.3,47.4,0.95,0.04,19.36,7744.0,0.04
2019-03-14,Dakhla,23.684,-15.957,15.8,27.7,0.0,30.9,11.34,3,Carotte,jeune,54.3,23.4,13.5,56.5,73.2,0.7,0.04,12.84,3852.0,0.03
2019-03-15,Dakhla,23.684,-15.957,17.2,28.5,0.0,29.0,11.26,3,Chou,jeune,34.9,20.2,23.0,66.1,75.2,0.7,0.03,41.56,8312.0,0.02
2019-03-16,Dakhla,23.684,-15.957,14.6,30.6,0.0,26.7,11.43,3,Oignon,fin,27.1,21.1,160.1,68.6,7.2,0.75,0.03,13.64,2728.0,0.02
2019-03-17,Dakhla,23.684,-15.957,16.6,27.1,0.0,32.9,11.39,3,Tomate,fin,69.0,19.9,130.1,78.4,45.9,0.8,0.05,39.51,15804.0,0.04
2019-03-18,Dakhla,23.684,-15.957,15.7,23.5,0.0,33.8,11.0,3,Laitue,mature,38.5,19.6,168.1,24.4,0.4,1.0,0.06,16.64,9984.0,0.06
2019-03-19,Dakhla,23.684,-15.957,13.9,23.2,0.0,34.5,11.51,3,Carotte,fin,43.3,16.7,151.7,67.4,106.3,0.95,0.06,13.03,7818.0,0.06
2019-03-20,Dakhla,23.684,-15.957,13.8,24.1,0.0,31.1,11.64,3,Chou,mature,38.0,19.1,194.1,87.8,37.8,1.05,0.06,28.66,17196.0,0.06
2019-03-21,Dakhla,23.684,-15.957,15.5,27.6,0.0,32.8,11.35,3,Oignon,jeune,65.1,22.4,32.7,65.3,74.0,0.7,0.04,43.44,13032.0,0.03
2019-03-22,Dakhla,23.684,-15.957,17.1,24.8,0.0,30.5,11.84,3,Tomate,mature,22.7,19.2,19.2,28.1,144.6,1.15,0.05,22.58,13548.0,0.06
2019-03-23,Dakhla,23.684,-15.957,14.7,21.1,0.0,30.8,10.13,3,Laitue,mature,20.9,15.8,142.7,6.0,46.5,1.0,0.05,35.25,17625.0,0.05
2019-03-24,Dakhla,23.684,-15.957,15.7,20.1,0.0,21.8,11.88,3,Carotte,fin,58.9,16.2,95.4,70.9,125.3,0.95,0.05,8.07,4035.0,0.05
2019-03-25,Dakhla,23.684,-15.957,13.2,22.2,0.0,36.4,11.89,3,Chou,jeune,41.5,16.5,15.6,97.6,113.8,0.7,0.05,45.49,13647.0,0.03
2019-03-26,Dakhla,23.684,-15.957,16.7,20.9,1.8,29.8,11.66,3,Oignon,fin,34.5,20.5,198.4,76.5,0.4,0.75,0.05,33.31,0.0,0.0
2019-03-27,Dakhla,23.684,-15.957,14.0,21.3,0.0,24.7,11.65,3,Tomate,fin,69.6,18.0,190.6,82.3,25.2,0.8,0.04,38.71,11613.0,0.03
2019-03-28,Dakhla,23.684,-15.957,15.1,21.9,0.0,26.0,10.48,3,Laitue,fin,59.8,18.7,128.1,95.0,118.3,0.95,0.05,49.61,24805.0,0.05
2019-03-29,Dakhla,23.684,-15.957,15.1,20.8,0.0,22.5,11.92,3,Carotte,jeune,17.4,19.0,166.3,12.4,19.9,0.7,0.04,15.41,4623.0,0.03
2019-03-30,Dakhla,23.684,-15.957,15.1,20.8,0.0,22.0,11.97,3,Chou,jeune,62.5,17.7,127.2,77.4,101.5,0.7,0.05,15.89,4767.0,0.03
