date,ville,latitude,longitude,T_min,T_max,pluie_mm,vent_kmh,ensoleillement_h,mois,type_plante,stade,humidite_sol,temperature_sol,N,P,K,kc,ET0,superficie_ha,eau_litres,eau_mm,saison,amplitude_thermique,fertilite_sol,type_culture
2024-01-02,Chefchaouen,35.171,-5.265,5.1,19.2,0.0,6.3,9.05,1,Noyer,fin,57.1,13.0,150.6,20.5,42.8,0.65,0.53,35.9,122060.0,0.34,hiver,14.1,213.9,arbre
2024-01-03,Chefchaouen,35.171,-5.265,9.7,18.0,0.0,8.9,9.15,1,Vigne,jeune,40.0,15.7,44.8,96.7,82.3,0.3,0.51,18.57,27855.0,0.15,hiver,8.3,223.8,arbre
2024-01-06,Chefchaouen,35.171,-5.265,2.7,10.2,0.8,5.9,8.62,1,Figuier,mature,35.7,4.3,128.1,66.4,50.0,0.85,0.3,24.22,0.0,0.0,hiver,7.5,244.5,arbre
2024-01-07,Chefchaouen,35.171,-5.265,0.8,13.5,0.0,5.5,8.32,1,Noyer,jeune,55.1,6.5,31.5,23.9,119.2,0.5,0.56,5.5,15400.0,0.28,hiver,12.7,174.6,arbre
2024-01-08,Chefchaouen,35.171,-5.265,3.8,14.9,0.0,6.3,9.0,1,Vigne,jeune,40.7,7.0,118.8,12.8,56.7,0.3,0.67,2.68,5360.0,0.2,hiver,11.1,188.3,arbre
2024-01-11,Chefchaouen,35.171,-5.265,4.0,15.3,0.0,5.4,9.21,1,Figuier,mature,18.3,10.5,81.4,92.2,125.5,0.85,0.64,49.58,267732.0,0.54,hiver,11.3,299.1,arbre
2024-01-12,Chefchaouen,35.171,-5.265,3.3,18.2,0.0,7.0,9.29,1,Noyer,fin,20.2,9.3,125.2,77.8,49.7,0.65,0.99,36.48,233472.0,0.64,hiver,14.9,252.7,arbre
2024-01-13,Chefchaouen,35.171,-5.265,5.7,22.4,0.0,5.7,9.0,1,Vigne,fin,33.8,11.4,153.8,45.1,55.7,0.45,0.68,42.19,130789.0,0.31,hiver,16.7,254.6,arbre
2024-01-16,Chefchaouen,35.171,-5.265,8.2,20.1,7.1,15.8,4.13,1,Figuier,fin,22.8,13.9,140.1,63.7,104.0,0.65,0.26,13.16,0.0,0.0,hiver,11.9,307.8,arbre
2024-01-17,Chefchaouen,35.171,-5.265,6.1,14.2,14.5,17.5,2.2,1,Noyer,mature,35.3,12.6,193.3,83.9,147.7,1.1,0.52,47.35,0.0,0.0,hiver,8.1,424.9,arbre
2024-01-18,Chefchaouen,35.171,-5.265,7.9,16.3,0.8,14.9,8.93,1,Vigne,mature,71.7,14.9,194.8,75.6,54.7,0.85,0.29,26.83,0.0,0.0,hiver,8.4,325.1,arbre
2024-01-21,Chefchaouen,35.171,-5.265,3.0,13.7,0.0,10.6,9.27,1,Figuier,jeune,37.2,8.5,190.9,16.2,106.4,0.5,0.67,14.83,50422.0,0.34,hiver,10.7,313.5,arbre
2024-01-22,Chefchaouen,35.171,-5.265,3.5,16.1,0.0,8.4,9.76,1,Noyer,jeune,56.7,6.8,74.5,77.5,91.4,0.5,0.98,0.78,3822.0,0.49,hiver,12.6,243.4,arbre
2024-01-23,Chefchaouen,35.171,-5.265,5.9,22.3,0.0,7.1,9.95,1,Vigne,jeune,64.1,14.0,119.7,52.1,28.0,0.3,1.53,38.85,178710.0,0.46,hiver,16.4,199.8,arbre
2024-01-26,Chefchaouen,35.171,-5.265,9.3,23.6,0.0,5.9,10.07,1,Figuier,mature,42.1,15.8,195.1,82.7,87.9,0.85,1.73,42.8,629160.0,1.47,hiver,14.3,365.7000000000001,arbre
2024-01-27,Chefchaouen,35.171,-5.265,7.6,22.0,0.0,4.8,10.16,1,Noyer,fin,48.0,15.0,92.0,10.0,110.2,0.65,1.26,27.77,227714.0,0.82,hiver,14.4,212.2,arbre
2024-01-28,Chefchaouen,35.171,-5.265,8.6,20.8,0.0,6.4,8.9,1,Vigne,jeune,70.4,15.4,39.3,73.5,103.4,0.3,0.63,45.19,85861.0,0.19,hiver,12.2,216.2,arbre
2024-01-31,Chefchaouen,35.171,-5.265,8.0,16.3,0.0,9.5,9.73,1,Figuier,mature,48.0,11.1,131.1,31.3,110.2,0.85,1.22,4.53,47112.0,1.04,hiver,8.3,272.6,arbre
2024-02-01,Chefchaouen,35.171,-5.265,7.3,17.4,0.0,9.5,9.46,2,Noyer,jeune,29.9,13.0,60.7,18.3,32.2,0.5,1.08,8.66,46764.0,0.54,hiver,10.1,111.2,arbre
2024-02-02,Chefchaouen,35.171,-5.265,5.7,19.6,0.0,8.0,10.14,2,Vigne,jeune,37.0,14.4,9.6,63.0,106.9,0.3,1.15,4.14,14076.0,0.34,hiver,13.9,179.5,arbre
2024-02-05,Chefchaouen,35.171,-5.265,6.5,19.2,0.0,5.2,7.75,2,Figuier,jeune,62.5,12.0,48.6,63.6,23.1,0.5,0.52,31.92,82992.0,0.26,hiver,12.7,135.3,arbre
2024-02-06,Chefchaouen,35.171,-5.265,6.0,17.1,0.0,6.8,10.48,2,Noyer,jeune,17.4,11.6,135.0,73.4,7.2,0.5,0.75,12.16,46208.0,0.38,hiver,11.1,215.6,arbre
2024-02-07,Chefchaouen,35.171,-5.265,5.9,16.6,0.0,6.1,10.51,2,Vigne,jeune,34.8,12.3,118.9,5.9,103.3,0.3,0.77,41.96,96508.0,0.23,hiver,10.7,228.1,arbre
2024-02-10,Chefchaouen,35.171,-5.265,7.8,11.1,23.0,11.4,0.72,2,Figuier,fin,42.0,10.3,26.4,56.6,53.8,0.65,0.58,9.71,0.0,0.0,hiver,3.3,136.8,arbre
2024-02-11,Chefchaouen,35.171,-5.265,9.4,12.4,18.7,12.9,0.0,2,Noyer,mature,46.7,12.0,170.7,97.0,46.0,1.1,0.15,23.74,0.0,0.0,hiver,3.0,313.7,arbre
2024-02-12,Chefchaouen,35.171,-5.265,11.2,16.1,9.6,11.2,2.56,2,Vigne,jeune,20.8,12.1,58.5,98.0,96.4,0.3,0.68,5.64,0.0,0.0,hiver,4.9,252.9,arbre
2024-02-15,Chefchaouen,35.171,-5.265,11.2,18.1,5.7,14.4,5.25,2,Figuier,fin,44.2,12.5,17.2,72.9,110.8,0.65,0.76,42.67,0.0,0.0,hiver,6.9,200.9,arbre
2024-02-16,Chefchaouen,35.171,-5.265,7.5,14.8,0.0,6.6,9.82,2,Noyer,fin,62.4,8.6,10.1,0.2,119.6,0.65,0.95,28.18,174716.0,0.62,hiver,7.3,129.9,arbre
2024-02-17,Chefchaouen,35.171,-5.265,5.0,17.6,0.0,9.0,10.84,2,Vigne,jeune,53.2,8.7,34.3,64.6,22.4,0.3,1.83,18.14,99770.0,0.55,hiver,12.6,121.29999999999998,arbre
2024-02-20,Chefchaouen,35.171,-5.265,7.5,20.3,0.0,8.2,10.89,2,Figuier,fin,60.1,16.0,14.2,96.5,80.7,0.65,2.35,19.39,296667.0,1.53,hiver,12.8,191.4,arbre
2024-02-21,Chefchaouen,35.171,-5.265,6.0,21.3,0.0,6.2,10.91,2,Noyer,fin,61.9,11.0,193.0,41.3,43.0,0.65,2.68,36.18,629532.0,1.74,hiver,15.3,277.3,arbre
2024-02-22,Chefchaouen,35.171,-5.265,9.2,16.0,0.0,11.7,9.25,2,Vigne,fin,60.3,13.7,17.9,67.8,68.8,0.45,1.54,25.39,175191.0,0.69,hiver,6.8,154.5,arbre
2024-02-25,Chefchaouen,35.171,-5.265,7.9,12.9,3.4,10.9,4.3,2,Figuier,fin,59.6,10.1,131.7,46.7,34.4,0.65,0.68,14.79,0.0,0.0,hiver,5.0,212.8,arbre
2024-02-26,Chefchaouen,35.171,-5.265,4.2,10.7,27.1,13.2,4.12,2,Noyer,fin,65.4,10.1,82.3,19.9,15.4,0.65,0.3,6.19,0.0,0.0,hiver,6.5,117.6,arbre
2024-02-27,Chefchaouen,35.171,-5.265,3.5,11.0,1.2,10.6,10.79,2,Vigne,jeune,19.7,9.9,133.6,76.3,50.1,0.3,0.95,38.44,0.0,0.0,hiver,7.5,260.0,arbre
2024-03-01,Chefchaouen,35.171,-5.265,4.0,14.4,0.0,6.0,10.44,3,Figuier,jeune,54.5,7.7,125.6,84.2,149.0,0.5,1.84,20.24,186208.0,0.92,printemps,10.4,358.8,arbre
2024-03-02,Chefchaouen,35.171,-5.265,4.1,11.9,3.3,15.3,8.04,3,Noyer,jeune,37.8,7.2,100.2,62.4,51.5,0.5,0.95,3.34,0.0,0.0,printemps,7.8,214.1,arbre
2024-03-03,Chefchaouen,35.171,-5.265,5.5,11.3,18.3,11.3,8.53,3,Vigne,mature,55.8,9.5,23.1,1.5,49.6,0.85,0.92,27.84,0.0,0.0,printemps,5.8,74.2,arbre
2024-03-06,Chefchaouen,35.171,-5.265,4.8,18.9,0.0,7.0,11.0,3,Figuier,jeune,69.2,14.4,182.3,91.0,84.9,0.5,2.71,10.3,140080.0,1.36,printemps,14.1,358.20000000000005,arbre
2024-03-07,Chefchaouen,35.171,-5.265,6.7,14.0,9.9,20.0,6.0,3,Noyer,mature,63.8,11.1,5.9,45.6,75.0,1.1,1.23,10.48,0.0,0.0,printemps,7.3,126.5,arbre
2024-03-08,Chefchaouen,35.171,-5.265,5.5,9.1,19.6,13.2,0.53,3,Vigne,jeune,73.6,4.9,103.7,32.2,80.3,0.3,0.72,31.76,0.0,0.0,printemps,3.6,216.2,arbre
2024-03-11,Chefchaouen,35.171,-5.265,6.2,15.6,0.8,7.3,10.95,3,Figuier,fin,31.4,11.1,80.9,80.1,63.2,0.65,1.83,22.09,86151.0,0.39,printemps,9.4,224.2,arbre
2024-03-12,Chefchaouen,35.171,-5.265,4.6,19.5,0.0,7.8,11.0,3,Noyer,jeune,32.8,14.9,63.4,2.4,83.4,0.5,2.7,19.54,263790.0,1.35,printemps,14.9,149.2,arbre
2024-03-13,Chefchaouen,35.171,-5.265,6.8,19.7,0.5,8.1,9.02,3,Vigne,mature,48.6,11.4,137.6,24.0,36.6,0.85,1.82,20.14,211470.0,1.05,printemps,12.9,198.2,arbre
2024-03-16,Chefchaouen,35.171,-5.265,8.5,23.5,0.0,6.5,10.71,3,Figuier,fin,68.5,16.0,1.9,52.0,46.1,0.65,2.96,13.71,263232.0,1.92,printemps,15.0,100.0,arbre
2024-03-17,Chefchaouen,35.171,-5.265,10.6,26.4,0.0,10.7,11.0,3,Noyer,mature,73.9,18.9,55.1,95.0,4.0,1.1,4.13,11.01,499854.0,4.54,printemps,15.8,154.1,arbre
2024-03-18,Chefchaouen,35.171,-5.265,12.4,28.1,0.0,8.6,9.99,3,Vigne,jeune,43.2,20.4,89.1,23.9,118.5,0.3,2.49,49.33,369975.0,0.75,printemps,15.7,231.5,arbre
2024-03-21,Chefchaouen,35.171,-5.265,11.9,19.1,0.1,11.6,8.44,3,Figuier,fin,49.3,13.1,137.2,36.6,138.2,0.65,2.43,30.91,457468.0,1.48,printemps,7.2,312.0,arbre
2024-03-22,Chefchaouen,35.171,-5.265,10.4,20.0,0.0,11.5,3.29,3,Noyer,mature,50.5,15.3,2.3,83.3,20.8,1.1,1.08,18.92,225148.0,1.19,printemps,9.6,106.4,arbre
2024-03-23,Chefchaouen,35.171,-5.265,11.5,26.2,0.0,10.0,10.34,3,Vigne,mature,55.3,21.1,195.3,30.9,86.8,0.85,3.06,22.38,581880.0,2.6,printemps,14.7,313.0,arbre
2024-03-26,Chefchaouen,35.171,-5.265,5.1,9.1,34.9,13.4,4.0,3,Figuier,jeune,16.7,6.4,186.1,46.4,87.7,0.5,0.25,42.22,0.0,0.0,printemps,4.0,320.2,arbre
2024-03-27,Chefchaouen,35.171,-5.265,6.0,11.2,28.3,19.5,3.02,3,Noyer,jeune,26.6,6.3,194.5,78.8,143.7,0.5,0.28,32.22,0.0,0.0,printemps,5.2,417.0,arbre
2024-03-28,Chefchaouen,35.171,-5.265,8.5,13.4,4.0,21.1,2.18,3,Vigne,mature,23.3,13.8,127.4,37.1,24.8,0.85,0.75,36.47,0.0,0.0,printemps,4.9,189.3,arbre
2024-03-31,Chefchaouen,35.171,-5.265,7.4,12.1,83.1,20.5,0.0,3,Figuier,jeune,61.9,9.1,164.9,27.6,24.4,0.5,0.44,39.96,0.0,0.0,printemps,4.7,216.9,arbre
2024-04-01,Chefchaouen,35.171,-5.265,6.4,14.8,8.7,11.0,11.19,4,Noyer,jeune,62.8,7.7,21.7,0.1,113.1,0.5,1.27,32.98,0.0,0.0,printemps,8.4,134.9,arbre
2024-04-02,Chefchaouen,35.171,-5.265,5.3,20.3,0.0,10.7,12.13,4,Vigne,jeune,73.9,10.8,69.1,50.8,71.0,0.3,2.51,23.44,175800.0,0.75,printemps,15.0,190.9,arbre
2024-04-05,Chefchaouen,35.171,-5.265,11.4,29.1,0.0,11.6,12.49,4,Figuier,jeune,47.8,21.9,125.2,22.5,128.3,0.5,4.02,20.49,411849.0,2.01,printemps,17.7,276.0,arbre
2024-04-06,Chefchaouen,35.171,-5.265,12.9,27.4,0.0,10.4,9.35,4,Noyer,mature,71.7,22.2,102.6,96.0,90.4,1.1,1.83,30.88,620688.0,2.01,printemps,14.5,289.0,arbre
2024-04-07,Chefchaouen,35.171,-5.265,14.1,24.4,0.0,9.7,11.58,4,Vigne,jeune,15.3,16.3,149.4,57.3,92.9,0.3,3.01,24.0,216000.0,0.9,printemps,10.3,299.6,arbre
2024-04-10,Chefchaouen,35.171,-5.265,8.0,20.4,0.0,11.7,12.77,4,Figuier,mature,49.3,14.7,56.5,49.0,36.3,0.85,3.12,42.28,1120420.0,2.65,printemps,12.4,141.8,arbre
2024-04-11,Chefchaouen,35.171,-5.265,9.9,23.8,0.0,11.7,12.78,4,Noyer,mature,52.9,18.6,10.2,3.7,124.1,1.1,4.01,48.27,2128707.0,4.41,printemps,13.9,138.0,arbre
2024-04-12,Chefchaouen,35.171,-5.265,9.0,17.7,0.0,16.9,12.79,4,Vigne,jeune,29.9,15.0,101.3,74.2,49.8,0.3,3.17,30.41,288895.0,0.95,printemps,8.7,225.3,arbre
2024-04-15,Chefchaouen,35.171,-5.265,10.0,24.9,0.0,8.9,12.83,4,Figuier,jeune,64.4,17.9,132.4,2.7,73.8,0.5,4.35,49.16,1066772.0,2.17,printemps,14.9,208.9,arbre
2024-04-16,Chefchaouen,35.171,-5.265,10.5,27.2,0.0,7.0,12.85,4,Noyer,jeune,67.9,19.7,148.4,50.1,139.9,0.5,5.64,13.5,380700.0,2.82,printemps,16.7,338.4,arbre
2024-04-17,Chefchaouen,35.171,-5.265,11.8,26.0,0.0,7.1,12.0,4,Vigne,fin,61.7,16.1,66.6,40.1,10.4,0.45,4.21,28.43,537327.0,1.89,printemps,14.2,117.1,arbre
2024-04-20,Chefchaouen,35.171,-5.265,10.4,15.4,7.5,7.1,1.18,4,Figuier,fin,61.5,15.0,43.7,91.1,104.0,0.65,1.07,31.93,0.0,0.0,printemps,5.0,238.8,arbre
2024-04-21,Chefchaouen,35.171,-5.265,8.9,17.4,0.1,10.4,12.7,4,Noyer,mature,41.1,11.3,172.3,66.3,127.1,1.1,1.32,10.22,137970.0,1.35,printemps,8.5,365.7000000000001,arbre
2024-04-22,Chefchaouen,35.171,-5.265,7.6,21.4,0.0,11.8,12.93,4,Vigne,mature,33.5,16.5,152.8,29.3,1.2,0.85,3.81,40.02,1296648.0,3.24,printemps,13.8,183.3,arbre
2024-04-25,Chefchaouen,35.171,-5.265,8.0,19.2,0.0,13.2,12.51,4,Figuier,jeune,19.0,13.6,68.6,24.3,139.1,0.5,2.9,18.06,261870.0,1.45,printemps,11.2,232.0,arbre
2024-04-26,Chefchaouen,35.171,-5.265,8.4,16.1,0.7,15.2,12.27,4,Noyer,jeune,61.6,10.6,22.1,16.7,137.8,0.5,1.71,21.24,33984.0,0.16,printemps,7.7,176.60000000000002,arbre
2024-04-27,Chefchaouen,35.171,-5.265,8.8,11.4,20.9,12.4,0.8,4,Vigne,jeune,50.6,12.6,133.8,64.7,122.0,0.3,0.56,23.34,0.0,0.0,printemps,2.6,320.5,arbre
2024-04-30,Chefchaouen,35.171,-5.265,3.6,14.0,2.1,12.5,11.3,4,Figuier,mature,74.3,6.8,18.6,78.6,110.4,0.85,1.67,41.01,0.0,0.0,printemps,10.4,207.6,arbre
2024-05-01,Chefchaouen,35.171,-5.265,7.8,13.6,14.0,10.7,2.4,5,Noyer,mature,38.7,8.2,7.4,70.4,113.3,1.1,1.33,46.01,0.0,0.0,printemps,5.8,191.1,arbre
2024-05-02,Chefchaouen,35.171,-5.265,3.7,17.6,0.0,6.0,11.65,5,Vigne,mature,73.2,12.9,81.1,17.2,118.7,0.85,1.54,45.83,600373.0,1.31,printemps,13.9,217.0,arbre
2024-05-05,Chefchaouen,35.171,-5.265,11.8,24.0,0.0,7.8,13.0,5,Figuier,fin,16.7,17.5,156.0,81.9,52.1,0.65,4.25,40.23,1110348.0,2.76,printemps,12.2,290.0,arbre
2024-05-06,Chefchaouen,35.171,-5.265,12.0,22.4,0.0,7.9,8.05,5,Noyer,mature,22.1,14.7,179.9,65.7,121.6,1.1,3.35,43.6,1608840.0,3.69,printemps,10.4,367.2000000000001,arbre
2024-05-07,Chefchaouen,35.171,-5.265,8.8,24.7,0.0,9.2,12.87,5,Vigne,fin,73.8,15.2,181.1,64.8,58.0,0.45,4.17,12.49,234812.0,1.88,printemps,15.9,303.9,arbre
2024-05-10,Chefchaouen,35.171,-5.265,12.3,26.0,0.0,10.1,12.0,5,Figuier,mature,40.4,18.0,77.6,37.8,34.3,0.85,4.05,1.56,53664.0,3.44,printemps,13.7,149.7,arbre
2024-05-11,Chefchaouen,35.171,-5.265,15.0,28.4,0.0,13.1,13.0,5,Noyer,mature,40.4,20.2,190.6,53.1,108.6,1.1,2.36,25.51,663260.0,2.6,printemps,13.4,352.29999999999995,arbre
2024-05-12,Chefchaouen,35.171,-5.265,14.3,25.4,0.0,7.0,12.14,5,Vigne,jeune,65.0,17.9,175.2,23.6,120.8,0.3,3.72,12.81,143472.0,1.12,printemps,11.1,319.6,arbre
2024-05-15,Chefchaouen,35.171,-5.265,7.2,18.0,0.0,8.0,11.55,5,Figuier,mature,56.3,11.0,170.8,4.2,31.5,0.85,2.53,40.97,880855.0,2.15,printemps,10.8,206.5,arbre
2024-05-16,Chefchaouen,35.171,-5.265,8.0,20.1,0.0,7.3,12.72,5,Noyer,jeune,73.8,11.1,107.2,14.7,50.2,0.5,2.84,16.11,228762.0,1.42,printemps,12.1,172.10000000000002,arbre
2024-05-17,Chefchaouen,35.171,-5.265,9.9,19.0,0.0,8.5,13.09,5,Vigne,fin,27.5,16.5,142.4,12.4,2.2,0.45,2.73,10.53,129519.0,1.23,printemps,9.1,157.0,arbre
2024-05-20,Chefchaouen,35.171,-5.265,8.0,17.1,2.0,11.9,13.0,5,Figuier,fin,70.1,11.1,68.3,89.1,22.9,0.65,1.76,4.57,0.0,0.0,printemps,9.1,180.3,arbre
2024-05-21,Chefchaouen,35.171,-5.265,7.9,18.3,0.0,8.4,13.15,5,Noyer,mature,25.0,15.3,97.3,45.9,14.4,1.1,2.53,43.94,1221532.0,2.78,printemps,10.4,157.6,arbre
2024-05-22,Chefchaouen,35.171,-5.265,6.4,23.0,0.0,9.9,13.32,5,Vigne,jeune,32.0,13.1,199.7,55.1,40.6,0.3,3.03,43.27,393757.0,0.91,printemps,16.6,295.4,arbre
2024-05-25,Chefchaouen,35.171,-5.265,12.3,27.4,0.0,10.3,13.06,5,Figuier,fin,72.8,20.8,140.3,62.1,4.6,0.65,3.35,44.34,966612.0,2.18,printemps,15.1,207.0,arbre
2024-05-26,Chefchaouen,35.171,-5.265,15.9,29.7,0.0,6.0,13.14,5,Noyer,jeune,42.3,24.2,103.4,64.0,141.7,0.5,3.41,10.62,180540.0,1.7,printemps,13.8,309.1,arbre
2024-05-27,Chefchaouen,35.171,-5.265,14.7,29.2,0.0,7.2,12.62,5,Vigne,mature,53.8,19.0,147.3,44.6,22.1,0.85,3.79,46.62,1501164.0,3.22,printemps,14.5,214.0,arbre
2024-05-30,Chefchaouen,35.171,-5.265,17.1,32.8,0.0,8.0,12.93,5,Figuier,mature,60.6,27.9,33.7,22.2,63.3,0.85,1.84,4.5,70200.0,1.56,printemps,15.7,119.2,arbre
2024-05-31,Chefchaouen,35.171,-5.265,17.2,32.5,0.0,6.8,13.47,5,Noyer,jeune,36.3,25.9,63.2,33.5,57.3,0.5,2.62,40.45,529895.0,1.31,printemps,15.3,154.0,arbre
2024-06-01,Chefchaouen,35.171,-5.265,15.7,30.8,0.0,8.7,12.88,6,Vigne,jeune,20.1,25.0,26.6,1.2,80.3,0.3,2.28,49.68,337824.0,0.68,ete,15.1,108.1,arbre
2024-06-04,Chefchaouen,35.171,-5.265,14.7,27.2,0.0,6.9,13.29,6,Figuier,jeune,34.3,22.5,88.8,12.0,85.0,0.5,1.48,2.59,19166.0,0.74,ete,12.5,185.8,arbre
2024-06-05,Chefchaouen,35.171,-5.265,16.1,30.6,0.0,6.5,13.55,6,Noyer,mature,24.5,23.2,185.8,68.2,2.2,1.1,1.29,31.33,444886.0,1.42,ete,14.5,256.2,arbre
2024-06-06,Chefchaouen,35.171,-5.265,18.8,34.8,0.0,7.8,13.0,6,Vigne,mature,57.9,24.8,48.6,53.3,66.6,0.85,1.83,6.39,99684.0,1.56,ete,16.0,168.5,arbre
2024-06-09,Chefchaouen,35.171,-5.265,12.5,21.7,0.5,13.0,12.02,6,Figuier,mature,38.2,18.5,90.5,19.2,75.4,0.85,0.69,41.08,36972.0,0.09,ete,9.2,185.1,arbre
2024-06-10,Chefchaouen,35.171,-5.265,11.3,21.3,0.1,11.7,13.64,6,Noyer,mature,51.5,14.0,69.1,33.0,112.0,1.1,0.66,27.75,174825.0,0.63,ete,10.0,214.1,arbre
2024-06-11,Chefchaouen,35.171,-5.265,12.9,21.0,1.0,7.7,12.0,6,Vigne,mature,67.5,17.2,131.1,67.3,87.4,0.85,0.52,12.05,0.0,0.0,ete,8.1,285.79999999999995,arbre
2024-06-14,Chefchaouen,35.171,-5.265,16.2,29.2,0.0,9.8,12.19,6,Figuier,fin,73.0,23.2,41.3,65.9,143.1,0.65,0.96,16.32,101184.0,0.62,ete,13.0,250.3,arbre
2024-06-15,Chefchaouen,35.171,-5.265,14.6,26.2,0.0,11.6,13.29,6,Noyer,fin,40.3,21.9,10.9,86.0,6.4,0.65,0.69,20.6,92700.0,0.45,ete,11.6,103.3,arbre
2024-06-16,Chefchaouen,35.171,-5.265,12.1,28.2,0.0,7.6,13.64,6,Vigne,fin,32.3,17.5,177.3,59.9,130.3,0.45,0.86,28.38,110682.0,0.39,ete,16.1,367.5,arbre
2024-06-19,Chefchaouen,35.171,-5.265,13.1,20.9,1.6,17.5,11.06,6,Figuier,fin,64.1,14.6,140.3,86.0,59.0,0.65,0.36,6.47,0.0,0.0,ete,7.8,285.3,arbre
2024-06-20,Chefchaouen,35.171,-5.265,11.6,22.2,0.3,10.2,12.29,6,Noyer,fin,41.4,19.8,160.3,10.3,56.6,0.65,0.41,39.83,0.0,0.0,ete,10.6,227.2,arbre
2024-06-21,Chefchaouen,35.171,-5.265,10.2,27.4,0.0,10.0,13.71,6,Vigne,fin,20.2,16.1,57.0,33.0,111.6,0.45,0.51,32.1,73830.0,0.23,ete,17.2,201.6,arbre
2024-06-24,Chefchaouen,35.171,-5.265,17.0,30.8,0.0,9.8,13.63,6,Figuier,jeune,34.2,23.9,29.8,3.6,50.4,0.5,0.46,5.24,12052.0,0.23,ete,13.8,83.8,arbre
2024-06-25,Chefchaouen,35.171,-5.265,16.2,32.1,0.0,6.6,13.48,6,Noyer,mature,74.9,26.4,18.5,87.2,113.7,1.1,0.43,21.91,102977.0,0.47,ete,15.9,219.4,arbre
2024-06-26,Chefchaouen,35.171,-5.265,15.9,22.1,0.6,9.7,5.47,6,Vigne,fin,47.1,17.9,136.4,6.0,85.4,0.45,0.25,15.64,0.0,0.0,ete,6.2,227.8,arbre
2024-06-29,Chefchaouen,35.171,-5.265,11.3,25.6,0.0,8.7,13.32,6,Figuier,fin,21.9,19.6,51.4,40.7,12.8,0.65,0.26,26.33,44761.0,0.17,ete,14.3,104.9,arbre
2024-06-30,Chefchaouen,35.171,-5.265,13.6,26.1,0.0,8.9,13.06,6,Noyer,jeune,27.2,18.7,109.7,28.7,88.1,0.5,0.26,38.67,50271.0,0.13,ete,12.5,226.5,arbre
2024-07-01,Chefchaouen,35.171,-5.265,12.1,27.3,0.0,6.9,13.06,7,Vigne,fin,51.2,17.2,3.9,73.3,92.7,0.45,0.22,30.21,30210.0,0.1,ete,15.2,169.9,arbre
2024-07-04,Chefchaouen,35.171,-5.265,19.4,32.1,0.0,10.7,13.25,7,Figuier,jeune,35.2,24.1,67.0,65.4,141.8,0.5,0.18,28.47,25623.0,0.09,ete,12.7,274.20000000000005,arbre
2024-07-05,Chefchaouen,35.171,-5.265,17.8,31.3,0.0,8.5,13.25,7,Noyer,fin,45.1,25.6,131.3,79.4,107.6,0.65,0.15,39.24,39240.0,0.1,ete,13.5,318.3,arbre
2024-07-06,Chefchaouen,35.171,-5.265,16.0,26.2,0.0,9.7,13.0,7,Vigne,jeune,44.4,19.8,21.5,57.5,122.6,0.3,0.1,32.3,9690.0,0.03,ete,10.2,201.6,arbre
2024-07-09,Chefchaouen,35.171,-5.265,16.9,30.4,0.0,8.4,13.09,7,Figuier,jeune,74.2,26.0,105.4,29.7,120.0,0.5,0.1,29.39,14695.0,0.05,ete,13.5,255.1,arbre
2024-07-10,Chefchaouen,35.171,-5.265,16.8,35.7,0.0,7.7,13.1,7,Noyer,jeune,50.7,28.2,7.2,46.8,125.7,0.5,0.1,37.94,18970.0,0.05,ete,18.9,179.7,arbre
2024-07-11,Chefchaouen,35.171,-5.265,19.3,37.5,0.0,6.4,13.1,7,Vigne,jeune,29.9,25.5,55.7,32.5,139.2,0.3,0.09,31.24,9372.0,0.03,ete,18.2,227.4,arbre
2024-07-14,Chefchaouen,35.171,-5.265,18.3,33.8,0.0,8.6,13.12,7,Figuier,jeune,66.5,24.7,131.3,95.0,18.2,0.5,0.06,46.75,14025.0,0.03,ete,15.5,244.5,arbre
2024-07-15,Chefchaouen,35.171,-5.265,17.6,32.3,0.0,9.3,13.03,7,Noyer,mature,17.4,26.8,197.9,56.6,9.9,1.1,0.05,35.44,21264.0,0.06,ete,14.7,264.4,arbre
2024-07-16,Chefchaouen,35.171,-5.265,16.6,33.1,0.0,10.2,13.04,7,Vigne,fin,60.7,27.2,79.0,59.3,129.9,0.45,0.04,43.85,8770.0,0.02,ete,16.5,268.20000000000005,arbre
2024-07-19,Chefchaouen,35.171,-5.265,25.6,37.8,0.0,8.0,13.0,7,Figuier,fin,15.5,29.5,178.2,95.7,62.9,0.65,0.03,38.89,7778.0,0.02,ete,12.2,336.79999999999995,arbre
2024-07-20,Chefchaouen,35.171,-5.265,20.4,34.8,0.0,11.6,13.0,7,Noyer,fin,55.8,28.2,71.8,41.5,45.9,0.65,0.02,48.7,4870.0,0.01,ete,14.4,159.2,arbre
2024-07-21,Chefchaouen,35.171,-5.265,15.4,31.5,0.0,8.9,13.0,7,Vigne,mature,63.7,23.0,43.0,75.5,95.3,0.85,0.02,32.25,6450.0,0.02,ete,16.1,213.8,arbre
2024-07-24,Chefchaouen,35.171,-5.265,21.9,39.5,0.0,8.4,13.0,7,Figuier,mature,68.6,32.5,73.2,41.9,42.1,0.85,0.01,43.74,4374.0,0.01,ete,17.6,157.2,arbre
2024-07-25,Chefchaouen,35.171,-5.265,24.6,34.7,0.0,10.5,13.0,7,Noyer,mature,54.6,26.7,1.7,36.0,12.3,1.1,0.01,10.94,1094.0,0.01,ete,10.1,50.0,arbre
