date,region,latitude,longitude,temperature,humidite_air,precipitations,rayonnement,vitesse_vent,evapotranspiration,humidite_sol,type_sol,type_plante,stade_croissance,besoin_eau_annuel_mm,besoin_eau_journalier_mm
2020-02-09,oriental,34.68,-1.9,10.18,69.17,0.0,13.83,0.98,0.06,59.6,argilo-limoneux,olivier,maturité,600,0.04
2020-02-10,oriental,34.68,-1.9,10.61,51.19,0.0,16.19,2.62,0.07,44.8,sableux,vigne,floraison,400,0.06
2020-02-11,oriental,34.68,-1.9,12.31,36.57,0.0,16.79,3.67,0.09,31.0,calcaire,vigne,floraison,400,0.08
2020-02-12,oriental,34.68,-1.9,12.81,44.86,0.0,15.56,1.82,0.07,40.8,argileux,blé,maturité,350,0.02
2020-02-13,oriental,34.68,-1.9,10.87,60.84,0.0,15.17,2.01,0.04,21.2,limoneux,orge,épiaison,270,0.05
2020-02-14,oriental,34.68,-1.9,11.7,61.14,0.0,17.0,1.7,0.08,41.8,limoneux,olivier,fructification,600,0.06
2020-02-15,oriental,34.68,-1.9,13.41,53.96,0.0,16.52,1.7,0.1,36.1,argilo-limoneux,vigne,débourrement,400,0.07
2020-02-16,oriental,34.68,-1.9,14.5,49.93,0.0,17.13,1.8,0.11,74.9,calcaire,blé,épiaison,350,0.13
2020-02-17,oriental,34.68,-1.9,13.72,51.03,0.0,17.61,1.85,0.09,55.3,argileux,olivier,repos,600,0.06
2020-02-18,oriental,34.68,-1.9,12.2,62.93,0.01,17.35,1.54,0.08,63.1,calcaire,vigne,floraison,400,0.06
2020-02-19,oriental,34.68,-1.9,10.65,80.57,0.08,12.09,2.22,0.02,65.9,sableux,orge,germination,270,0.0
2020-02-20,oriental,34.68,-1.9,11.78,68.66,0.0,13.7,1.86,0.07,19.0,sableux,vigne,repos,400,0.02
2020-02-21,oriental,34.68,-1.9,11.74,74.31,0.01,16.1,1.99,0.07,72.0,argilo-limoneux,olivier,fructification,600,0.04
2020-02-22,oriental,34.68,-1.9,12.08,63.71,0.0,18.42,1.82,0.09,71.9,argilo-limoneux,blé,tallage,350,0.07
2020-02-23,oriental,34.68,-1.9,12.45,41.27,0.0,19.02,2.01,0.1,49.4,argileux,olivier,maturité,600,0.07
2020-02-24,oriental,34.68,-1.9,12.94,33.71,0.0,19.29,2.49,0.1,33.9,argilo-limoneux,agrume,fructification,1000,0.07
2020-02-25,oriental,34.68,-1.9,10.87,53.68,0.0,18.94,3.22,0.05,16.6,argileux,olivier,floraison,600,0.03
2020-02-26,oriental,34.68,-1.9,9.58,71.8,0.03,19.2,2.75,0.04,38.2,calcaire,orge,maturité,270,0.0
2020-02-27,oriental,34.68,-1.9,11.94,50.7,0.0,19.58,1.77,0.08,61.5,limoneux,agrume,repos,1000,0.06
2020-02-28,oriental,34.68,-1.9,14.44,38.87,0.0,19.93,2.39,0.11,32.1,calcaire,vigne,débourrement,400,0.08
2020-02-29,oriental,34.68,-1.9,14.12,45.89,0.0,17.77,2.77,0.08,23.1,argileux,vigne,débourrement,400,0.06
2020-03-01,oriental,34.68,-1.9,12.05,69.56,0.66,17.61,2.36,0.04,68.9,sableux,blé,maturité,350,0.0
2020-03-02,oriental,34.68,-1.9,12.78,68.59,0.04,13.93,5.06,0.05,55.1,limoneux,vigne,repos,400,0.0
2020-03-03,oriental,34.68,-1.9,12.35,64.86,0.01,18.93,4.28,0.06,66.1,limoneux,blé,épiaison,350,0.06
2020-03-04,oriental,34.68,-1.9,12.83,60.85,0.0,21.19,2.64,0.07,28.5,calcaire,orge,épiaison,270,0.08
2020-03-05,oriental,34.68,-1.9,14.02,60.81,0.03,20.65,3.49,0.08,62.4,sableux,orge,tallage,270,0.03
2020-03-06,oriental,34.68,-1.9,9.79,72.89,0.06,21.53,5.48,0.04,49.3,calcaire,blé,épiaison,350,0.0
2020-03-07,oriental,34.68,-1.9,8.86,57.02,0.04,20.27,2.94,0.03,68.1,calcaire,vigne,débourrement,400,0.0
2020-03-08,oriental,34.68,-1.9,10.79,42.79,0.0,22.11,1.61,0.06,75.0,argilo-limoneux,blé,épiaison,350,0.07
2020-03-09,oriental,34.68,-1.9,11.74,49.24,0.0,21.8,2.81,0.06,64.4,argilo-limoneux,vigne,maturité,400,0.03
2020-03-10,oriental,34.68,-1.9,12.01,58.59,0.0,21.75,2.48,0.06,53.5,limoneux,blé,tallage,350,0.04
2020-03-11,oriental,34.68,-1.9,15.47,48.69,0.0,21.66,2.32,0.11,35.7,calcaire,vigne,maturité,400,0.05
2020-03-12,oriental,34.68,-1.9,17.55,41.76,0.0,17.55,2.85,0.09,41.0,sableux,agrume,floraison,1000,0.07
2020-03-13,oriental,34.68,-1.9,14.9,61.5,1.52,16.14,2.16,0.04,24.2,calcaire,blé,germination,350,0.0
2020-03-14,oriental,34.68,-1.9,15.42,58.67,0.01,20.58,1.48,0.09,71.1,limoneux,orge,tallage,270,0.06
2020-03-15,oriental,34.68,-1.9,12.67,72.98,0.79,11.75,1.5,0.02,68.7,calcaire,orge,épiaison,270,0.0
2020-03-16,oriental,34.68,-1.9,10.63,76.65,0.22,14.96,2.43,0.03,53.1,sableux,blé,épiaison,350,0.0
2020-03-17,oriental,34.68,-1.9,11.57,68.79,1.22,16.12,2.28,0.05,52.5,sableux,agrume,fructification,1000,0.0
2020-03-18,oriental,34.68,-1.9,14.03,58.42,0.13,16.6,3.48,0.1,53.5,calcaire,agrume,repos,1000,0.0
2020-03-19,oriental,34.68,-1.9,13.39,58.88,0.49,16.18,2.82,0.07,54.5,sableux,agrume,floraison,1000,0.0
2020-03-20,oriental,34.68,-1.9,10.15,80.02,7.54,12.05,2.15,0.01,17.5,calcaire,agrume,fructification,1000,0.0
2020-03-21,oriental,34.68,-1.9,9.94,70.83,1.74,12.95,2.96,0.06,71.9,argileux,blé,germination,350,0.0
2020-03-22,oriental,34.68,-1.9,9.52,72.45,0.86,14.17,2.41,0.08,61.0,sableux,agrume,fructification,1000,0.0
2020-03-23,oriental,34.68,-1.9,10.69,76.43,2.95,16.47,2.58,0.06,68.3,argilo-limoneux,vigne,repos,400,0.0
2020-03-24,oriental,34.68,-1.9,11.15,73.61,6.48,10.66,3.54,0.08,44.0,limoneux,agrume,fructification,1000,0.0
2020-03-25,oriental,34.68,-1.9,7.85,76.49,3.44,11.1,4.33,0.04,19.4,argilo-limoneux,vigne,floraison,400,0.0
2020-03-26,oriental,34.68,-1.9,9.41,70.31,0.05,22.42,3.05,0.11,39.9,argilo-limoneux,blé,tallage,350,0.03
2020-03-27,oriental,34.68,-1.9,10.97,70.96,0.14,23.42,2.48,0.13,51.4,limoneux,vigne,débourrement,400,0.0
2020-03-28,oriental,34.68,-1.9,9.28,77.2,1.01,15.58,2.29,0.07,73.5,limoneux,olivier,fructification,600,0.0
2020-03-29,oriental,34.68,-1.9,9.42,63.27,0.0,25.58,1.68,0.11,48.7,calcaire,orge,épiaison,270,0.13
2020-03-30,oriental,34.68,-1.9,12.64,54.49,0.12,22.01,2.2,0.15,22.4,argilo-limoneux,olivier,floraison,600,0.0
2020-03-31,oriental,34.68,-1.9,14.14,60.63,0.3,24.36,2.73,0.13,20.8,sableux,vigne,débourrement,400,0.0
2020-04-01,oriental,34.68,-1.9,12.24,71.74,1.74,20.44,2.82,0.08,40.1,calcaire,olivier,maturité,600,0.0
2020-04-02,oriental,34.68,-1.9,9.67,73.59,2.25,21.77,3.58,0.05,58.3,calcaire,orge,épiaison,270,0.0
2020-04-03,oriental,34.68,-1.9,10.34,64.24,0.21,21.23,2.92,0.11,74.8,argilo-limoneux,orge,tallage,270,0.0
2020-04-04,oriental,34.68,-1.9,12.57,58.63,1.33,22.78,3.57,0.09,44.8,limoneux,vigne,maturité,400,0.0
2020-04-05,oriental,34.68,-1.9,15.4,63.25,1.94,23.21,1.92,0.16,42.4,calcaire,blé,maturité,350,0.0
2020-04-06,oriental,34.68,-1.9,14.08,77.02,1.07,17.65,0.95,0.03,36.2,calcaire,orge,tallage,270,0.0
2020-04-07,oriental,34.68,-1.9,15.98,68.61,0.04,21.96,1.81,0.2,50.9,argilo-limoneux,blé,épiaison,350,0.19
2020-04-08,oriental,34.68,-1.9,16.43,65.78,0.68,17.57,1.68,0.17,15.5,calcaire,vigne,floraison,400,0.0
2020-04-09,oriental,34.68,-1.9,15.32,77.0,2.81,11.26,1.72,0.08,67.9,sableux,blé,maturité,350,0.0
2020-04-10,oriental,34.68,-1.9,13.98,76.68,0.68,16.41,2.44,0.15,17.7,limoneux,olivier,maturité,600,0.0
2020-04-11,oriental,34.68,-1.9,14.59,72.96,5.7,16.68,2.24,0.12,48.2,limoneux,blé,tallage,350,0.0
2020-04-12,oriental,34.68,-1.9,16.81,72.76,20.22,21.96,2.27,0.3,42.0,calcaire,blé,maturité,350,0.0
2020-04-13,oriental,34.68,-1.9,14.18,77.28,4.83,15.25,2.32,0.16,55.8,calcaire,agrume,fructification,1000,0.0
2020-04-14,oriental,34.68,-1.9,14.82,73.27,0.74,23.97,2.28,0.27,38.6,argileux,blé,tallage,350,0.0
2020-04-15,oriental,34.68,-1.9,14.65,71.65,0.18,20.76,2.64,0.27,26.9,sableux,olivier,fructification,600,0.01
2020-04-16,oriental,34.68,-1.9,18.74,58.14,0.77,24.2,2.95,0.39,17.4,calcaire,agrume,maturité,1000,0.0
2020-04-17,oriental,34.68,-1.9,18.79,63.22,0.94,14.19,1.63,0.29,63.2,limoneux,blé,tallage,350,0.0
2020-04-18,oriental,34.68,-1.9,18.6,64.18,4.25,11.8,2.66,0.3,51.4,sableux,agrume,maturité,1000,0.0
2020-04-19,oriental,34.68,-1.9,12.87,79.42,11.49,6.96,4.0,0.04,70.9,limoneux,agrume,floraison,1000,0.0
2020-04-20,oriental,34.68,-1.9,12.38,68.44,0.11,25.29,4.93,0.18,74.4,argilo-limoneux,olivier,floraison,600,0.02
2020-04-21,oriental,34.68,-1.9,11.01,73.24,8.98,23.72,5.16,0.07,64.7,calcaire,olivier,fructification,600,0.0
2020-04-22,oriental,34.68,-1.9,12.16,71.01,0.17,26.24,3.56,0.21,33.0,calcaire,agrume,maturité,1000,0.0
2020-04-23,oriental,34.68,-1.9,15.5,59.35,0.04,27.97,1.93,0.43,55.4,limoneux,blé,épiaison,350,0.45
2020-04-24,oriental,34.68,-1.9,17.16,52.48,1.26,22.53,3.51,0.36,50.8,argileux,vigne,floraison,400,0.0
2020-04-25,oriental,34.68,-1.9,12.02,83.13,18.52,14.05,4.11,0.02,50.0,argileux,olivier,floraison,600,0.0
2020-04-26,oriental,34.68,-1.9,13.67,71.45,0.32,25.61,2.51,0.26,64.3,sableux,orge,maturité,270,0.0
2020-04-27,oriental,34.68,-1.9,14.76,66.68,0.91,26.1,2.29,0.24,71.9,calcaire,orge,germination,270,0.0
2020-04-28,oriental,34.68,-1.9,14.28,72.2,0.47,23.03,1.81,0.17,41.5,argileux,blé,tallage,350,0.0
2020-04-29,oriental,34.68,-1.9,14.64,67.28,0.03,25.93,2.22,0.29,56.4,argilo-limoneux,vigne,débourrement,400,0.17
2020-04-30,oriental,34.68,-1.9,16.05,58.12,0.0,29.58,2.29,0.36,57.3,argileux,vigne,maturité,400,0.16
2020-05-01,oriental,34.68,-1.9,17.58,55.8,0.0,29.07,2.12,0.4,34.5,calcaire,agrume,floraison,1000,0.3
2020-05-02,oriental,34.68,-1.9,21.0,44.56,0.0,29.71,1.57,0.58,72.4,limoneux,vigne,maturité,400,0.26
2020-05-03,oriental,34.68,-1.9,23.38,38.29,0.0,29.78,2.48,0.65,36.3,calcaire,vigne,floraison,400,0.55
2020-05-04,oriental,34.68,-1.9,24.39,34.68,0.0,27.19,3.71,0.61,72.4,sableux,olivier,maturité,600,0.43
2020-05-05,oriental,34.68,-1.9,22.9,40.07,0.0,26.1,2.99,0.5,71.5,sableux,olivier,fructification,600,0.35
2020-05-06,oriental,34.68,-1.9,22.14,44.01,0.0,26.94,2.16,0.41,56.4,sableux,olivier,fructification,600,0.29
2020-05-07,oriental,34.68,-1.9,21.89,54.37,0.01,22.99,2.62,0.37,35.9,argilo-limoneux,vigne,floraison,400,0.3
2020-05-08,oriental,34.68,-1.9,22.1,61.0,1.83,22.81,2.22,0.38,49.4,argileux,olivier,fructification,600,0.0
2020-05-09,oriental,34.68,-1.9,19.24,70.66,0.62,26.11,2.44,0.19,64.1,argilo-limoneux,agrume,maturité,1000,0.0
2020-05-10,oriental,34.68,-1.9,15.35,66.0,0.17,21.0,3.67,0.13,32.3,argileux,orge,épiaison,270,0.0
2020-05-11,oriental,34.68,-1.9,16.65,58.69,0.03,30.25,2.56,0.24,54.4,argilo-limoneux,blé,épiaison,350,0.25
2020-05-12,oriental,34.68,-1.9,14.25,66.7,3.25,21.87,3.02,0.06,64.7,sableux,vigne,débourrement,400,0.0
2020-05-13,oriental,34.68,-1.9,15.14,68.45,27.11,24.27,2.3,0.12,21.6,sableux,olivier,fructification,600,0.0
2020-05-14,oriental,34.68,-1.9,13.49,62.0,1.99,30.43,3.7,0.26,18.0,sableux,agrume,floraison,1000,0.0
2020-05-15,oriental,34.68,-1.9,12.76,73.66,5.68,21.96,2.33,0.17,18.1,sableux,agrume,floraison,1000,0.0
2020-05-16,oriental,34.68,-1.9,11.45,75.86,4.1,14.31,2.23,0.12,21.0,argilo-limoneux,vigne,floraison,400,0.0
2020-05-17,oriental,34.68,-1.9,12.96,74.75,0.24,18.68,2.14,0.19,73.7,calcaire,orge,germination,270,0.0
2020-05-18,oriental,34.68,-1.9,15.39,62.72,0.0,29.95,2.13,0.36,43.6,argilo-limoneux,orge,maturité,270,0.09
2020-05-19,oriental,34.68,-1.9,18.96,45.46,0.0,29.88,1.74,0.59,32.1,limoneux,orge,épiaison,270,0.68
2020-05-20,oriental,34.68,-1.9,21.18,40.23,0.0,26.91,2.2,0.6,28.9,calcaire,blé,germination,350,0.18
2020-05-21,oriental,34.68,-1.9,21.28,40.7,0.0,30.98,2.27,0.57,67.9,argilo-limoneux,blé,tallage,350,0.43
2020-05-22,oriental,34.68,-1.9,22.08,39.76,0.0,31.02,2.69,0.56,62.3,argilo-limoneux,orge,germination,270,0.17
2020-05-23,oriental,34.68,-1.9,22.16,37.66,0.0,31.66,2.76,0.53,15.6,argileux,orge,épiaison,270,0.61
2020-05-24,oriental,34.68,-1.9,21.42,44.46,0.0,31.36,3.02,0.47,32.1,limoneux,agrume,repos,1000,0.35
2020-05-25,oriental,34.68,-1.9,22.24,48.88,0.0,28.56,2.3,0.4,66.1,sableux,agrume,maturité,1000,0.28
2020-05-26,oriental,34.68,-1.9,23.99,48.25,0.02,25.19,2.36,0.38,63.5,sableux,vigne,floraison,400,0.3
2020-05-27,oriental,34.68,-1.9,23.47,51.07,2.18,23.33,2.69,0.3,53.9,argilo-limoneux,olivier,floraison,600,0.0
2020-05-28,oriental,34.68,-1.9,20.81,58.95,1.22,19.17,4.39,0.16,62.4,limoneux,orge,germination,270,0.0
2020-05-29,oriental,34.68,-1.9,22.08,58.88,0.1,24.38,3.7,0.28,51.7,sableux,agrume,floraison,1000,0.11
2020-05-30,oriental,34.68,-1.9,21.81,55.62,2.48,28.46,2.16,0.31,34.7,calcaire,vigne,maturité,400,0.0
2020-05-31,oriental,34.68,-1.9,22.09,53.63,0.08,25.83,2.94,0.32,73.9,sableux,vigne,repos,400,0.02
2020-06-01,oriental,34.68,-1.9,22.51,49.69,0.0,29.82,2.27,0.35,15.4,sableux,vigne,floraison,400,0.3
2020-06-02,oriental,34.68,-1.9,23.61,43.37,0.0,30.14,2.3,0.33,60.2,argilo-limoneux,vigne,débourrement,400,0.23
2020-06-03,oriental,34.68,-1.9,22.45,46.14,0.0,30.42,2.25,0.25,58.4,calcaire,olivier,fructification,600,0.17
2020-06-04,oriental,34.68,-1.9,19.64,57.3,0.09,31.51,3.69,0.18,56.6,limoneux,blé,épiaison,350,0.12
2020-06-05,oriental,34.68,-1.9,20.38,55.27,0.0,32.07,2.46,0.2,33.4,argilo-limoneux,blé,germination,350,0.06
2020-06-06,oriental,34.68,-1.9,23.34,44.72,0.16,18.84,2.14,0.16,53.3,argileux,vigne,floraison,400,0.0
2020-06-07,oriental,34.68,-1.9,19.52,63.47,0.18,27.52,4.68,0.14,28.3,calcaire,olivier,fructification,600,0.0
2020-06-08,oriental,34.68,-1.9,17.53,67.75,0.76,26.78,3.23,0.09,42.3,sableux,orge,maturité,270,0.0
2020-06-09,oriental,34.68,-1.9,17.79,50.48,0.0,32.28,2.42,0.15,57.1,argilo-limoneux,agrume,fructification,1000,0.1
2020-06-10,oriental,34.68,-1.9,20.08,41.27,0.0,31.33,2.09,0.19,55.8,sableux,vigne,débourrement,400,0.13
2020-06-11,oriental,34.68,-1.9,19.88,50.16,0.0,31.15,3.2,0.15,41.8,calcaire,agrume,repos,1000,0.11
2020-06-12,oriental,34.68,-1.9,17.55,59.99,0.0,31.99,3.53,0.13,21.7,calcaire,olivier,repos,600,0.08
2020-06-13,oriental,34.68,-1.9,18.29,63.84,0.08,30.14,2.43,0.11,47.2,calcaire,agrume,floraison,1000,0.0
2020-06-14,oriental,34.68,-1.9,19.65,54.69,0.0,30.85,2.57,0.13,41.5,calcaire,orge,épiaison,270,0.15
2020-06-15,oriental,34.68,-1.9,21.11,44.3,0.0,32.13,2.2,0.14,68.9,argileux,orge,maturité,270,0.04
2020-06-16,oriental,34.68,-1.9,21.09,41.44,0.0,26.64,3.22,0.13,22.9,argilo-limoneux,vigne,repos,400,0.04
2020-06-17,oriental,34.68,-1.9,20.88,48.37,0.0,27.92,2.11,0.11,18.5,calcaire,vigne,maturité,400,0.05
2020-06-18,oriental,34.68,-1.9,21.6,49.56,0.0,30.38,2.86,0.12,38.8,argileux,vigne,floraison,400,0.1
2020-06-19,oriental,34.68,-1.9,19.93,52.44,0.0,30.86,2.65,0.11,19.4,calcaire,blé,tallage,350,0.08
2020-06-20,oriental,34.68,-1.9,23.67,45.7,0.0,31.48,2.54,0.15,47.5,argileux,vigne,floraison,400,0.13
2020-06-21,oriental,34.68,-1.9,25.18,34.86,0.0,31.56,2.77,0.13,16.9,argilo-limoneux,blé,germination,350,0.04
2020-06-22,oriental,34.68,-1.9,27.17,28.11,0.0,31.23,3.36,0.13,60.9,sableux,vigne,débourrement,400,0.09
2020-06-23,oriental,34.68,-1.9,28.72,25.96,0.02,26.36,2.68,0.1,41.9,argilo-limoneux,vigne,floraison,400,0.07
2020-06-24,oriental,34.68,-1.9,27.66,35.6,0.04,28.31,3.24,0.1,56.0,argileux,vigne,maturité,400,0.01
2020-06-25,oriental,34.68,-1.9,25.57,48.33,0.05,27.42,2.83,0.08,22.1,limoneux,agrume,floraison,1000,0.01
2020-06-26,oriental,34.68,-1.9,25.9,45.41,0.0,25.2,2.41,0.07,22.6,calcaire,agrume,maturité,1000,0.05
2020-06-27,oriental,34.68,-1.9,25.55,46.15,0.0,28.98,2.14,0.07,73.7,argileux,orge,germination,270,0.02
2020-06-28,oriental,34.68,-1.9,26.5,39.48,0.0,29.48,1.88,0.07,37.8,calcaire,vigne,maturité,400,0.03
2020-06-29,oriental,34.68,-1.9,29.22,33.8,0.0,26.9,2.27,0.07,35.8,argilo-limoneux,orge,tallage,270,0.05
2020-06-30,oriental,34.68,-1.9,29.25,33.74,0.0,26.54,3.25,0.06,16.9,argileux,olivier,floraison,600,0.04
2020-07-01,oriental,34.68,-1.9,30.26,34.75,0.0,29.44,2.26,0.06,27.4,sableux,vigne,repos,400,0.02
2020-07-02,oriental,34.68,-1.9,29.03,32.31,0.02,26.46,2.61,0.04,50.9,argilo-limoneux,blé,germination,350,0.0
2020-07-03,oriental,34.68,-1.9,27.46,33.57,0.0,29.62,2.41,0.05,39.1,argileux,blé,tallage,350,0.04
2020-07-04,oriental,34.68,-1.9,27.11,34.53,0.0,30.51,2.23,0.04,23.4,argileux,orge,tallage,270,0.03
2020-07-05,oriental,34.68,-1.9,28.31,35.34,0.14,30.45,2.19,0.04,34.1,calcaire,olivier,floraison,600,0.0
2020-07-06,oriental,34.68,-1.9,27.63,32.01,0.0,31.23,2.38,0.04,33.1,sableux,agrume,fructification,1000,0.03
2020-07-07,oriental,34.68,-1.9,28.54,29.68,0.0,30.52,2.17,0.04,33.0,argilo-limoneux,orge,tallage,270,0.03
2020-07-08,oriental,34.68,-1.9,30.01,28.95,0.06,30.07,2.38,0.03,48.4,argilo-limoneux,blé,tallage,350,0.0
2020-07-09,oriental,34.68,-1.9,26.99,44.33,0.21,27.6,2.72,0.03,62.1,argilo-limoneux,blé,épiaison,350,0.0
2020-07-10,oriental,34.68,-1.9,26.56,45.29,0.01,27.94,2.3,0.03,24.0,argilo-limoneux,olivier,maturité,600,0.01
2020-07-11,oriental,34.68,-1.9,28.62,38.83,0.08,27.53,1.54,0.03,43.4,calcaire,vigne,débourrement,400,0.0
2020-07-12,oriental,34.68,-1.9,28.41,44.38,0.73,18.35,1.89,0.02,63.3,sableux,orge,épiaison,270,0.0
2020-07-13,oriental,34.68,-1.9,26.23,47.14,0.15,27.64,2.88,0.02,48.4,argilo-limoneux,blé,maturité,350,0.0
2020-07-14,oriental,34.68,-1.9,25.19,50.35,0.1,29.36,2.5,0.02,30.3,sableux,orge,maturité,270,0.0
2020-07-15,oriental,34.68,-1.9,26.91,45.36,0.24,28.6,2.72,0.02,65.8,argilo-limoneux,olivier,repos,600,0.0
2020-07-16,oriental,34.68,-1.9,27.72,44.15,0.1,27.95,2.4,0.02,31.1,argileux,blé,tallage,350,0.0
2020-07-17,oriental,34.68,-1.9,26.9,44.21,0.23,29.08,2.23,0.02,26.3,argileux,agrume,repos,1000,0.0
2020-07-18,oriental,34.68,-1.9,27.24,42.26,0.01,29.42,2.27,0.02,27.5,argilo-limoneux,agrume,floraison,1000,0.0
2020-07-19,oriental,34.68,-1.9,27.3,42.34,0.0,29.18,2.39,0.02,27.7,argileux,olivier,fructification,600,0.01
2020-07-20,oriental,34.68,-1.9,29.02,34.85,0.01,28.87,2.2,0.02,69.9,argilo-limoneux,orge,germination,270,0.0
2020-07-21,oriental,34.68,-1.9,29.37,42.46,12.84,26.02,3.04,0.01,69.9,argilo-limoneux,agrume,floraison,1000,0.0
2020-07-22,oriental,34.68,-1.9,28.17,53.55,7.3,26.63,3.15,0.17,37.8,limoneux,agrume,fructification,1000,0.0
2020-07-23,oriental,34.68,-1.9,26.08,49.92,0.01,29.68,2.35,0.17,30.7,limoneux,agrume,fructification,1000,0.11
2020-07-24,oriental,34.68,-1.9,27.71,35.09,0.0,30.37,2.4,0.16,20.9,argilo-limoneux,agrume,maturité,1000,0.11
2020-07-25,oriental,34.68,-1.9,29.36,28.91,0.0,29.68,2.7,0.12,37.2,sableux,vigne,floraison,400,0.1
2020-07-26,oriental,34.68,-1.9,29.97,32.48,0.01,27.75,2.65,0.1,66.8,calcaire,vigne,repos,400,0.02
2020-07-27,oriental,34.68,-1.9,30.02,33.94,0.0,24.65,2.76,0.08,48.2,limoneux,orge,germination,270,0.02
2020-07-28,oriental,34.68,-1.9,30.38,34.44,0.0,24.85,2.5,0.07,24.1,limoneux,agrume,maturité,1000,0.05
2020-07-29,oriental,34.68,-1.9,29.32,40.15,0.24,24.63,1.56,0.05,49.2,argilo-limoneux,olivier,floraison,600,0.0
2020-07-30,oriental,34.68,-1.9,30.71,38.8,1.32,26.12,1.86,0.05,54.3,calcaire,orge,maturité,270,0.0
2020-07-31,oriental,34.68,-1.9,30.66,35.32,0.0,26.18,2.08,0.05,73.0,argilo-limoneux,olivier,fructification,600,0.03
2020-08-01,oriental,34.68,-1.9,30.66,34.27,0.0,26.2,2.45,0.04,59.0,sableux,vigne,maturité,400,0.02
2020-08-02,oriental,34.68,-1.9,30.74,34.32,0.0,24.83,2.68,0.03,58.2,sableux,olivier,floraison,600,0.02
2020-08-03,oriental,34.68,-1.9,27.44,35.28,0.0,28.32,3.55,0.03,74.4,calcaire,vigne,débourrement,400,0.02
2020-08-04,oriental,34.68,-1.9,25.88,39.03,0.0,29.11,2.34,0.03,71.7,argileux,blé,germination,350,0.01
2020-08-05,oriental,34.68,-1.9,27.73,37.48,0.0,28.46,2.73,0.02,23.2,argilo-limoneux,blé,germination,350,0.01
2020-08-06,oriental,34.68,-1.9,29.49,30.05,0.0,27.69,2.75,0.02,15.5,sableux,orge,germination,270,0.01
2020-08-07,oriental,34.68,-1.9,29.47,34.79,0.0,27.47,2.48,0.02,18.6,limoneux,agrume,maturité,1000,0.01
2020-08-08,oriental,34.68,-1.9,28.99,33.69,0.0,26.43,1.28,0.01,15.9,argilo-limoneux,agrume,maturité,1000,0.01
2020-08-09,oriental,34.68,-1.9,29.6,29.12,0.03,27.72,2.29,0.01,16.0,argileux,agrume,maturité,1000,0.0
2020-08-10,oriental,34.68,-1.9,29.78,28.96,0.06,24.42,2.85,0.01,45.1,argileux,olivier,fructification,600,0.0
2020-08-11,oriental,34.68,-1.9,29.35,40.48,0.18,24.27,3.17,0.01,70.1,argileux,vigne,débourrement,400,0.0
2020-08-12,oriental,34.68,-1.9,28.08,45.74,0.07,25.48,3.11,0.01,26.5,sableux,agrume,floraison,1000,0.0
2020-08-13,oriental,34.68,-1.9,28.43,44.38,0.32,23.36,2.69,0.01,31.0,limoneux,agrume,fructification,1000,0.0
2020-08-14,oriental,34.68,-1.9,29.7,37.73,0.34,22.56,3.21,0.01,72.6,limoneux,vigne,repos,400,0.0
2020-08-15,oriental,34.68,-1.9,26.62,43.93,0.0,26.93,3.01,0.01,33.0,sableux,vigne,débourrement,400,0.01
2020-08-16,oriental,34.68,-1.9,24.9,36.27,0.0,26.73,2.54,0.01,39.3,argileux,blé,germination,350,0.0
2020-08-17,oriental,34.68,-1.9,25.55,32.47,0.0,27.04,2.08,0.01,53.2,argileux,vigne,maturité,400,0.0
2020-08-18,oriental,34.68,-1.9,27.62,31.34,0.0,26.16,2.15,0.01,65.7,argilo-limoneux,orge,germination,270,0.0
2020-08-19,oriental,34.68,-1.9,28.32,35.17,0.0,25.57,2.08,0.01,70.1,calcaire,olivier,repos,600,0.01
2020-08-20,oriental,34.68,-1.9,29.63,38.11,0.0,23.52,2.17,0.01,43.5,calcaire,orge,tallage,270,0.01
2020-08-21,oriental,34.68,-1.9,29.77,36.29,0.0,23.99,1.97,0.01,69.0,limoneux,blé,germination,350,0.0
2020-08-22,oriental,34.68,-1.9,30.34,30.15,0.0,22.42,2.18,0.01,70.7,sableux,agrume,repos,1000,0.01
2020-08-23,oriental,34.68,-1.9,28.38,33.61,0.0,25.76,2.41,0.01,50.2,sableux,olivier,repos,600,0.01
2020-08-24,oriental,34.68,-1.9,27.48,45.29,0.04,26.09,2.42,0.01,24.7,limoneux,vigne,repos,400,0.0
2020-08-25,oriental,34.68,-1.9,28.37,45.98,0.02,26.06,2.1,0.0,34.9,calcaire,orge,maturité,270,0.0
2020-08-26,oriental,34.68,-1.9,28.98,37.77,0.01,26.06,2.33,0.0,59.7,calcaire,orge,germination,270,0.0
2020-08-27,oriental,34.68,-1.9,28.9,30.44,0.0,26.21,2.08,0.0,41.2,argileux,olivier,repos,600,0.0
2020-08-28,oriental,34.68,-1.9,26.92,31.15,0.0,26.81,3.01,0.0,61.1,calcaire,blé,épiaison,350,0.0
2020-08-29,oriental,34.68,-1.9,23.5,37.84,0.0,26.28,3.47,0.0,16.8,limoneux,agrume,maturité,1000,0.0
2020-08-30,oriental,34.68,-1.9,22.63,40.49,1.01,21.35,2.61,0.0,28.7,argilo-limoneux,olivier,maturité,600,0.0
2020-08-31,oriental,34.68,-1.9,23.42,56.17,0.45,25.41,2.9,0.0,26.1,argilo-limoneux,agrume,maturité,1000,0.0
2020-09-01,oriental,34.68,-1.9,22.85,48.47,0.0,24.79,2.71,0.0,61.3,argileux,agrume,maturité,1000,0.0
